Previous_GPA,Attendance,Assignment_Scores,Study_Hours,Midterm_Scores,LMS_Activity,Pass
2.4363502971184063,51.10797573031718,48.31939786151342,35.27163473940041,67.89969087126946,65.1089728388419,0
3.87678576602479,72.51405684270148,47.28851593503999,40.85066287361175,85.40742469749898,76.280992312503,1
3.3299848545285125,92.37675015258449,93.43782063647257,16.271055445662455,82.01206973426193,129.63663504830524,1
2.9966462104925915,83.93349318457368,47.46823398946543,33.119334482314954,36.54249285203303,57.6006140483849,1
1.8900466011060912,88.39366887168698,49.03648082900417,30.72856924146869,36.19371023061054,131.750955873704,0
1.8899863008405067,79.52700200264304,83.15787836925746,42.4773669554722,45.1130775808685,22.33882033673681,1
1.6452090304204987,81.53659387107115,61.481788971537796,45.77391772165672,52.080604475577786,118.7517812092083,0
3.665440364437338,90.95173909391916,84.36973898686269,5.547054716482406,55.63416860563619,128.6566686276631,1
3.002787529358022,54.98008053155115,34.575631029506965,35.33089635764567,75.9772912625009,35.45447139722742,1
3.2701814444901136,69.36549781858844,64.12998355713691,7.332610960387806,29.251032412437656,70.24851453210806,1
1.5514612357395061,53.27256650917613,32.35295201282978,29.698639928481015,27.600452816954977,33.16996845291179,0
3.9247746304049858,99.26008047979883,34.38572424187482,17.94347280696552,54.39329222079318,108.92457805919048,1
3.5811066020010545,96.64356038119679,93.45062173410876,18.804946978496353,77.28727691034854,84.94868752863195,1
2.0308477766956905,42.365608682110356,39.74717597823166,20.883132655356047,39.50765072173619,98.94526853916494,0
1.9545624180177517,82.33451035094131,67.2694477592652,32.95816020723245,73.11283609421888,37.50817537386956,1
1.9585112746335844,95.51489904493995,58.77669218204946,20.032248455094614,44.48711034552246,39.64442068733874,0
2.260605607398844,50.83452070764001,54.31403283811899,37.97145727656262,91.45645816101373,15.809625571386892,0
2.8118910790805947,74.07671383315777,92.98833419810907,23.203732350824136,92.17674581999624,55.08945492740216,1
2.5798625466052894,94.92929785528251,31.527637774284266,8.075894013948137,47.296540321099485,88.3642525867145,1
2.2280728504951046,42.03675871514793,76.46527803229124,40.26919291178483,42.24953154724304,130.11088795962604,0
3.0296322368059485,81.84521603481039,97.43761039494854,17.85912460667177,55.847797904967344,103.3698426442153,1
1.8487346516301046,57.840940442353045,69.21177284232894,24.474509581966817,43.03986888851115,70.9554852759652,0
2.2303616213380453,95.46377172259182,95.57757234231643,35.844974744985564,75.42878824687777,143.4368160151793,1
2.4159046082342295,98.26349470992207,33.65805155002166,19.96052707169204,86.95485134112141,110.69432808061646,1
2.64017496054259,96.65598934680604,59.31553233519129,7.546354526602203,75.48190981834128,140.223128400757,0
3.462939903482534,68.45285299944783,48.21104536734358,21.826447115576613,86.82628354370121,83.86231625810319,1
1.9991844553958993,91.72255905935882,81.15746754865108,47.50018622124365,54.77441216556056,46.24659847103955,1
2.785586096034029,90.67296391210422,98.69079633480726,33.87804787843512,36.723772803164564,17.395736091061078,1
2.981036422155106,59.146028394595334,47.957104371097344,35.21656169002431,80.34632105481941,111.65187920773907,0
1.6161260317999944,89.73492844904064,75.79222210318521,33.45269691369379,52.035587885616536,26.98241972077478,1
3.018862129753596,42.220458082929554,43.86683429318181,13.954646253174655,75.34531189218494,52.388517958075404,1
1.9263103092182288,75.77619270892319,69.5731178200127,23.825023884602604,45.298295648632426,84.54592710374564,1
1.6626289824631988,53.80053023726218,62.47527406818353,38.792290926349324,31.09222261050045,89.01832228916467,0
3.8722138431333333,47.23401314663673,98.0403730742076,9.561780389892162,99.44363466158225,94.08164757819904,1
3.9140800826863984,44.61719209775255,72.59690908875265,17.503374924037054,36.715113094794944,33.275746248958086,0
3.5209933702911527,81.77732655268838,54.46544604607732,17.434359880963413,99.13157454726108,63.163236675030824,1
2.2615344229334267,60.39249782608397,37.986704942155335,24.44085174175277,98.29599494248355,96.40719179637534,1
1.7441802850159598,83.48600629172569,40.58727801144542,49.116593342398325,84.53635779310298,145.77464104872988,1
3.210582566280392,43.92138044793654,45.772185096586455,8.037614600771988,74.45672215614982,111.86835927795642,0
2.6003812343490034,58.91742026983662,47.567666293820864,28.341544747126775,68.33552876883135,139.1645259931541,0
1.8050955871119472,72.36947754252023,89.54312404887965,13.07141069054947,89.9576159033376,116.70968816398478,1
2.7379422752781757,87.44338989033781,69.28559517977675,48.68044454343848,46.7079641214616,92.84037564493606,1
1.585971302788046,59.12515017592419,66.63736379620565,10.09865771273589,60.07609093636578,36.88327167908824,0
3.7733010051969553,77.55348258622055,38.033821030845225,23.162045106271606,71.45424770248763,103.33599126495183,1
2.1469499540000423,93.15866489417124,90.20977853446044,38.204824317557275,55.83928569021183,97.27313923438699,1
3.156305710884955,76.95179129093827,80.59700122459387,36.704949261235036,57.0614840567701,94.3456838640173,1
2.2792776902235277,53.97756848521803,34.736785333000114,24.02278866022695,49.77135006265633,78.57002151835371,0
2.800170052944527,41.46404689339228,79.5484568060838,20.59358755787232,67.3173862513402,84.01192455849859,0
2.8667756983581993,92.2059324340558,68.04767521398523,22.892557034879175,88.7930896011337,56.82195379653457,1
1.9621361388138177,41.27616465102323,35.72077420227448,16.89243184213877,40.11462835047347,82.70377696992244,0
3.9239615694113965,92.48210036105196,62.08104490700595,14.239982241805992,95.0824779065081,37.65782679498696,1
3.4378320584027864,71.73622804163273,63.92874009910329,26.736786390150048,76.68157403111722,122.72441563045275,1
3.848747353910473,96.34406191077377,41.6042178114293,17.08401902304233,86.74549095100227,36.00877365781909,1
3.737068376069122,87.92699414641993,96.19887029001976,17.935774920376254,66.71430194725087,21.8952805845253,1
2.994749947027713,99.87604663200025,89.49827600364634,34.55402285635507,83.46375260680476,71.07444369000203,1
3.804685587557792,61.04270892710261,76.83156361303759,48.584179926495146,26.21502980046004,102.16304153084866,1
1.7212312551297988,86.0312973358676,62.360689270042506,32.16367402517188,86.37853185846514,71.2803554906958,0
1.989957156047863,64.11585481655453,58.82358791091559,8.464076017923482,28.010414431402488,48.7455784731832,0
1.613068222276345,68.79253721823453,75.5681427005668,8.401262623433015,91.74350322721469,88.1439657446617,0
2.313325826908161,77.6503277931022,68.18023085848338,47.81404493805047,99.39720604289825,58.58032695770799,1
2.471693224223705,92.42062685118032,34.359117411731994,18.378085563830012,47.055059663258334,140.60147661772862,0
2.1783725794347397,99.04500815195772,65.87518541392322,9.143014373711395,40.773891721434524,139.1703195445001,1
3.5718437728798236,86.0964048318711,86.44825320629877,31.95700642176717,82.40225228935304,80.33205479609336,1
